date,region,product,units_sold,revenue,cost,lead_time_days
2024-01-13,Europe,ClearWave SE,90,4358.08,2293.92,5
2024-01-13,Asia Pacific,AuraSound Pro,164,14626.12,7216.73,6
2024-01-13,Asia Pacific,BassLink Ultra,110,8060.34,4324.78,6
2024-01-13,Asia Pacific,ClearWave SE,82,3964.27,2253.89,6
2024-01-13,Latin America,AuraSound Pro,129,11691.84,5029.81,7
2024-01-13,Latin America,BassLink Ultra,79,5431.72,2675.36,8
2024-01-13,Latin America,ClearWave SE,52,2499.36,1405.06,6
2024-01-14,North America,AuraSound Pro,246,21372.38,9581.29,5
2024-01-14,North America,BassLink Ultra,136,9363.11,4339.25,8
2024-01-14,North America,ClearWave SE,151,7363.28,4196.81,5
2024-01-14,Europe,AuraSound Pro,201,18036.58,7973.35,8
2024-01-14,Europe,BassLink Ultra,145,10484.08,5729.58,7
2024-01-14,Europe,ClearWave SE,111,5792.12,2982.57,5
2024-01-14,Asia Pacific,AuraSound Pro,165,14958.93,7191.72,6
2024-01-14,Asia Pacific,BassLink Ultra,124,8419.81,3926.71,7
2024-01-14,Asia Pacific,ClearWave SE,100,5081.58,2807.76,5
2024-01-14,Latin America,AuraSound Pro,150,13353.32,6389.48,6
2024-01-14,Latin America,BassLink Ultra,60,4183.73,2008.77,6
2024-01-14,Latin America,ClearWave SE,72,3502.9,2080.56,7
2024-01-15,North America,AuraSound Pro,256,23973.85,11056.29,5
2024-01-15,North America,BassLink Ultra,115,7758.51,4107.37,9
2024-01-15,North America,ClearWave SE,141,7326.23,4262.0,8
2024-01-15,Europe,AuraSound Pro,165,14474.9,6831.5,6
2024-01-15,Europe,BassLink Ultra,131,9409.33,5059.18,7
2024-01-15,Europe,ClearWave SE,127,6101.53,3588.37,5
2024-01-15,Asia Pacific,AuraSound Pro,154,14270.47,5972.09,6
2024-01-15,Asia Pacific,BassLink Ultra,135,9656.55,4964.57,6
2024-01-15,Asia Pacific,ClearWave SE,101,4923.67,2624.45,7
2024-01-15,Latin America,AuraSound Pro,88,7889.03,3867.64,8
2024-01-15,Latin America,BassLink Ultra,95,6652.97,3400.64,6
2024-01-15,Latin America,ClearWave SE,74,3772.01,2249.91,6
2024-01-16,North America,AuraSound Pro,185,16775.16,7709.94,7
2024-01-16,North America,BassLink Ultra,213,15555.42,8439.7,7
2024-01-16,North America,ClearWave SE,102,5346.2,3139.71,5
2024-01-16,Europe,AuraSound Pro,183,16618.48,7327.26,8
2024-01-16,Europe,BassLink Ultra,125,9013.71,4060.34,7
2024-01-16,Europe,ClearWave SE,84,4214.86,2512.83,4
2024-01-16,Asia Pacific,AuraSound Pro,126,11608.04,5173.7,5
2024-01-16,Asia Pacific,BassLink Ultra,110,7422.4,3471.0,6
2024-01-16,Asia Pacific,ClearWave SE,54,2811.45,1503.74,5
2024-01-16,Latin America,AuraSound Pro,183,15666.33,7280.43,8
2024-01-16,Latin America,BassLink Ultra,85,5702.47,3134.58,6
2024-01-16,Latin America,ClearWave SE,121,5786.92,3341.92,6
2024-01-17,North America,AuraSound Pro,226,19738.06,8332.66,6
2024-01-17,North America,BassLink Ultra,154,10848.35,4953.04,7
2024-01-17,North America,ClearWave SE,118,5913.21,3213.73,7
2024-01-17,Europe,AuraSound Pro,232,20157.9,8494.01,5
2024-01-17,Europe,BassLink Ultra,97,6886.79,3380.54,7
2024-01-17,Europe,ClearWave SE,125,5953.24,3092.21,7
2024-01-17,Asia Pacific,AuraSound Pro,188,16105.56,6673.66,5
2024-01-17,Asia Pacific,BassLink Ultra,105,7461.2,3535.25,8
2024-01-17,Asia Pacific,ClearWave SE,88,4496.9,2649.24,5
2024-01-17,Latin America,AuraSound Pro,118,10797.31,4572.11,8
2024-01-17,Latin America,BassLink Ultra,102,6791.31,3114.16,7
2024-01-17,Latin America,ClearWave SE,77,3818.98,2265.4,4
2024-01-18,North America,AuraSound Pro,196,17213.71,7559.78,8
2024-01-18,North America,BassLink Ultra,114,8077.92,3965.78,8
2024-01-18,North America,ClearWave SE,82,4014.93,2406.27,7
2024-01-18,Europe,AuraSound Pro,162,15115.55,6784.9,7
2024-01-18,Europe,BassLink Ultra,132,9169.59,4146.92,8
2024-01-18,Europe,ClearWave SE,110,5572.3,2916.36,4
2024-01-18,Asia Pacific,AuraSound Pro,169,15945.0,7212.12,6
2024-01-18,Asia Pacific,BassLink Ultra,104,6928.4,3751.24,7
2024-01-18,Asia Pacific,ClearWave SE,97,4739.47,2634.95,5
2024-01-18,Latin America,AuraSound Pro,156,13626.3,5532.14,7
2024-01-18,Latin America,BassLink Ultra,95,6715.88,3468.78,9
2024-01-18,Latin America,ClearWave SE,50,2504.23,1252.53,4
2024-01-19,North America,AuraSound Pro,241,20782.78,9545.19,6
2024-01-19,North America,BassLink Ultra,137,9386.02,4557.54,6
2024-01-19,North America,ClearWave SE,102,5132.84,2809.54,7
2024-01-19,Europe,AuraSound Pro,200,18416.58,7814.98,7
2024-01-19,Europe,BassLink Ultra,115,8045.93,4100.88,8
2024-01-19,Europe,ClearWave SE,130,6243.04,3141.9,5
2024-01-19,Asia Pacific,AuraSound Pro,162,14853.04,6596.75,9
2024-01-19,Asia Pacific,BassLink Ultra,134,9659.47,5017.8,7
2024-01-19,Asia Pacific,ClearWave SE,105,5175.98,2614.25,4
2024-01-19,Latin America,AuraSound Pro,125,10894.56,4943.64,7
2024-01-19,Latin America,BassLink Ultra,98,7069.29,3646.89,8
2024-01-19,Latin America,ClearWave SE,85,4142.78,2273.71,6
2024-01-20,North America,AuraSound Pro,237,20646.37,9417.12,7
2024-01-20,North America,BassLink Ultra,125,9120.04,4989.63,9
2024-01-20,North America,ClearWave SE,123,6371.38,3745.74,6
2024-01-20,Europe,AuraSound Pro,219,18795.35,8620.76,6
2024-01-20,Europe,BassLink Ultra,119,7976.46,4144.8,7
2024-01-20,Europe,ClearWave SE,133,6359.69,3368.61,5
2024-01-20,Asia Pacific,AuraSound Pro,218,19262.25,8886.26,7
2024-01-20,Asia Pacific,BassLink Ultra,123,8378.88,3790.94,9
2024-01-20,Asia Pacific,ClearWave SE,95,4957.57,2889.6,7
2024-01-20,Latin America,AuraSound Pro,114,10238.21,4724.68,8
2024-01-20,Latin America,BassLink Ultra,83,5763.48,3018.67,9
2024-01-20,Latin America,ClearWave SE,66,3251.37,1712.16,5
2024-01-21,North America,AuraSound Pro,178,15284.73,6214.9,6
2024-01-21,North America,BassLink Ultra,154,10653.78,5518.28,8
2024-01-21,North America,ClearWave SE,151,7884.2,4308.04,5
2024-01-21,Europe,AuraSound Pro,145,13689.45,5829.66,7
2024-01-21,Europe,BassLink Ultra,134,9479.7,4751.88,8
2024-01-21,Europe,ClearWave SE,91,4421.94,2279.55,5
2024-01-21,Asia Pacific,AuraSound Pro,144,12385.59,6096.43,8
2024-01-21,Asia Pacific,BassLink Ultra,155,11061.1,5147.72,7
2024-01-21,Asia Pacific,ClearWave SE,83,4034.58,2235.43,6
2024-01-21,Latin America,AuraSound Pro,173,14932.29,7226.8,9
2024-01-21,Latin America,BassLink Ultra,80,5816.87,3173.48,7
2024-01-21,Latin America,ClearWave SE,77,3908.99,2171.81,6
2024-01-22,North America,AuraSound Pro,210,18657.31,7992.38,6
2024-01-22,North America,BassLink Ultra,154,10326.89,4874.48,10
2024-01-22,North America,ClearWave SE,112,5795.52,3184.44,6
2024-01-22,Europe,AuraSound Pro,301,27966.45,12201.84,6
2024-01-22,Europe,BassLink Ultra,148,10117.2,5441.67,10
2024-01-22,Europe,ClearWave SE,116,6002.14,3543.68,7
2024-01-22,Asia Pacific,AuraSound Pro,192,17619.27,8214.33,7
2024-01-22,Asia Pacific,BassLink Ultra,154,10410.49,5601.75,8
2024-01-22,Asia Pacific,ClearWave SE,90,4424.92,2552.23,6
2024-01-22,Latin America,AuraSound Pro,137,12738.11,5740.71,6
2024-01-22,Latin America,BassLink Ultra,94,6665.78,3172.78,8
2024-01-22,Latin America,ClearWave SE,82,4213.89,2135.46,8
2024-01-23,North America,AuraSound Pro,229,21561.83,9395.97,8
2024-01-23,North America,BassLink Ultra,176,11828.6,6431.48,8
2024-01-23,North America,ClearWave SE,114,5585.43,3199.89,6
2024-01-23,Europe,AuraSound Pro,186,16480.18,7595.42,6
2024-01-23,Europe,BassLink Ultra,116,8328.52,3768.31,8
2024-01-23,Europe,ClearWave SE,142,7228.69,3932.76,5
2024-01-23,Asia Pacific,AuraSound Pro,122,10609.48,5055.77,5
2024-01-23,Asia Pacific,BassLink Ultra,95,6371.37,3300.69,8
2024-01-23,Asia Pacific,ClearWave SE,72,3761.56,1924.48,6
2024-01-23,Latin America,AuraSound Pro,145,12943.81,5986.09,6
2024-01-23,Latin America,BassLink Ultra,67,4916.28,2413.57,7
2024-01-23,Latin America,ClearWave SE,69,3350.35,1669.9,6
2024-01-24,North America,AuraSound Pro,170,15855.71,7096.84,8
2024-01-24,North America,BassLink Ultra,167,12004.99,6416.41,8
2024-01-24,North America,ClearWave SE,141,6788.67,3384.68,7
2024-01-24,Europe,AuraSound Pro,189,17512.46,7851.48,7
2024-01-24,Europe,BassLink Ultra,113,7672.02,3829.56,10
2024-01-24,Europe,ClearWave SE,106,5176.53,3016.53,5
2024-01-24,Asia Pacific,AuraSound Pro,149,12753.67,5248.39,5
2024-01-24,Asia Pacific,BassLink Ultra,106,7493.14,3590.46,5
2024-01-24,Asia Pacific,ClearWave SE,109,5601.4,2797.1,6
2024-01-24,Latin America,AuraSound Pro,104,9117.54,4502.24,6
2024-01-24,Latin America,BassLink Ultra,90,6373.53,3315.81,6
2024-01-24,Latin America,ClearWave SE,69,3389.45,1870.8,6
2024-01-25,North America,AuraSound Pro,207,17758.38,7317.73,6
2024-01-25,North America,BassLink Ultra,127,8948.77,4643.93,7
2024-01-25,North America,ClearWave SE,111,5364.38,2717.07,6
2024-01-25,Europe,AuraSound Pro,240,20585.94,10071.86,8
2024-01-25,Europe,BassLink Ultra,131,9360.37,5027.43,7
2024-01-25,Europe,ClearWave SE,124,6099.24,3565.8,6
2024-01-25,Asia Pacific,AuraSound Pro,213,19076.47,8830.92,7
2024-01-25,Asia Pacific,BassLink Ultra,165,11065.2,5046.12,8
2024-01-25,Asia Pacific,ClearWave SE,82,4251.58,2207.05,5
2024-01-25,Latin America,AuraSound Pro,141,12889.97,5798.39,6
2024-01-25,Latin America,BassLink Ultra,128,8715.45,4790.3,8
2024-01-25,Latin America,ClearWave SE,73,3539.62,2016.96,6
2024-01-26,North America,AuraSound Pro,207,19313.95,9086.16,5
2024-01-26,North America,BassLink Ultra,141,9716.55,4732.97,10
2024-01-26,North America,ClearWave SE,130,6458.81,3712.38,7
2024-01-26,Europe,AuraSound Pro,225,21059.08,9328.22,6
2024-01-26,Europe,BassLink Ultra,148,10785.67,5080.76,6
2024-01-26,Europe,ClearWave SE,139,7110.59,3622.65,7
2024-01-26,Asia Pacific,AuraSound Pro,180,15679.34,6685.34,7
2024-01-26,Asia Pacific,BassLink Ultra,116,7913.62,4250.21,9
2024-01-26,Asia Pacific,ClearWave SE,109,5372.21,3009.64,3
2024-01-26,Latin America,AuraSound Pro,118,11117.28,4760.78,5
2024-01-26,Latin America,BassLink Ultra,70,5033.28,2330.85,9
2024-01-26,Latin America,ClearWave SE,72,3504.28,1762.95,6
2024-01-27,North America,AuraSound Pro,221,19563.63,9382.71,5
2024-01-27,North America,BassLink Ultra,114,8072.33,4203.08,7
2024-01-27,North America,ClearWave SE,116,5530.16,3185.4,5
2024-01-27,Europe,AuraSound Pro,170,15824.82,7556.51,9
2024-01-27,Europe,BassLink Ultra,159,10801.06,4981.36,8
2024-01-27,Europe,ClearWave SE,102,5114.87,3058.83,5
2024-01-27,Asia Pacific,AuraSound Pro,189,16695.43,7523.81,6
2024-01-27,Asia Pacific,BassLink Ultra,140,9754.25,4892.34,8
2024-01-27,Asia Pacific,ClearWave SE,142,6842.78,3409.74,5
2024-01-27,Latin America,AuraSound Pro,159,13881.81,6463.49,5
2024-01-27,Latin America,BassLink Ultra,80,5805.33,2715.24,10
2024-01-27,Latin America,ClearWave SE,86,4490.29,2560.17,6
2024-01-28,North America,AuraSound Pro,353,32938.35,15031.58,6
2024-01-28,North America,BassLink Ultra,194,13192.0,6805.6,9
2024-01-28,North America,ClearWave SE,173,8308.04,4713.67,5
2024-01-28,Europe,AuraSound Pro,179,16705.43,7942.01,7
2024-01-28,Europe,BassLink Ultra,179,13002.42,6376.57,8
2024-01-28,Europe,ClearWave SE,131,6750.29,3907.41,4
2024-01-28,Asia Pacific,AuraSound Pro,154,14298.93,5945.76,8
2024-01-28,Asia Pacific,BassLink Ultra,113,7770.14,3781.31,8
2024-01-28,Asia Pacific,ClearWave SE,128,6327.41,3444.37,5
2024-01-28,Latin America,AuraSound Pro,112,9804.0,4035.21,5
2024-01-28,Latin America,BassLink Ultra,126,8924.12,4429.48,9
2024-01-28,Latin America,ClearWave SE,88,4407.51,2414.04,5
2024-01-29,North America,AuraSound Pro,165,14967.39,6780.59,5
2024-01-29,North America,BassLink Ultra,205,14797.02,7721.27,8
2024-01-29,North America,ClearWave SE,145,7062.61,4216.19,6
2024-01-29,Europe,AuraSound Pro,156,14018.61,6001.51,6
2024-01-29,Europe,BassLink Ultra,106,7643.75,3851.81,6
2024-01-29,Europe,ClearWave SE,124,6332.75,3324.62,4
2024-01-29,Asia Pacific,AuraSound Pro,134,11674.17,5443.67,6
2024-01-29,Asia Pacific,BassLink Ultra,119,8502.92,3917.19,6
2024-01-29,Asia Pacific,ClearWave SE,68,3556.68,1949.74,6
2024-01-29,Latin America,AuraSound Pro,133,11422.2,5276.87,8
2024-01-29,Latin America,BassLink Ultra,93,6716.83,3616.48,8
2024-01-29,Latin America,ClearWave SE,63,3184.32,1720.21,5
2024-01-30,North America,AuraSound Pro,170,15727.46,6758.6,6
2024-01-30,North America,BassLink Ultra,146,10389.75,4774.65,9
2024-01-30,North America,ClearWave SE,105,5294.41,2718.58,8
2024-01-30,Europe,AuraSound Pro,206,18012.83,7450.36,7
2024-01-30,Europe,BassLink Ultra,131,9266.88,4676.71,7
2024-01-30,Europe,ClearWave SE,92,4642.53,2551.74,4
2024-01-30,Asia Pacific,AuraSound Pro,139,12418.8,5831.67,8
2024-01-30,Asia Pacific,BassLink Ultra,131,8961.62,4103.9,10
2024-01-30,Asia Pacific,ClearWave SE,83,4035.76,2155.3,5
2024-01-30,Latin America,AuraSound Pro,128,11020.67,5257.21,6
2024-01-30,Latin America,BassLink Ultra,95,6901.77,3555.02,6
2024-01-30,Latin America,ClearWave SE,48,2359.45,1341.69,6
2024-01-31,North America,AuraSound Pro,304,27261.77,11188.58,7
2024-01-31,North America,BassLink Ultra,174,11782.84,6115.3,8
2024-01-31,North America,ClearWave SE,129,6188.62,3369.96,4
2024-01-31,Europe,AuraSound Pro,156,14269.95,6800.92,8
2024-01-31,Europe,BassLink Ultra,104,7637.44,4144.84,7
2024-01-31,Europe,ClearWave SE,132,6612.51,3726.77,6
2024-01-31,Asia Pacific,AuraSound Pro,170,14728.76,7060.17,6
2024-01-31,Asia Pacific,BassLink Ultra,134,8943.64,4295.75,9
2024-01-31,Asia Pacific,ClearWave SE,79,3786.36,2264.49,4
2024-01-31,Latin America,AuraSound Pro,88,7837.54,3489.65,7
2024-01-31,Latin America,BassLink Ultra,98,7146.68,3571.17,11
2024-01-31,Latin America,ClearWave SE,73,3605.71,2133.06,5
2024-02-01,North America,AuraSound Pro,230,21298.0,9209.71,7
2024-02-01,North America,BassLink Ultra,150,10155.75,5275.86,7
2024-02-01,North America,ClearWave SE,125,6336.84,3710.05,5
2024-02-01,Europe,AuraSound Pro,180,16370.31,7756.79,7
2024-02-01,Europe,BassLink Ultra,130,9006.5,4184.76,6
2024-02-01,Europe,ClearWave SE,91,4333.38,2209.45,5
2024-02-01,Asia Pacific,AuraSound Pro,165,15540.02,6898.6,7
2024-02-01,Asia Pacific,BassLink Ultra,118,8208.86,3780.73,5
2024-02-01,Asia Pacific,ClearWave SE,73,3692.91,2092.12,6
2024-02-01,Latin America,AuraSound Pro,121,10407.68,5146.99,8
2024-02-01,Latin America,BassLink Ultra,93,6823.9,3233.97,7
2024-02-01,Latin America,ClearWave SE,64,3260.84,1636.46,5
2024-02-02,North America,AuraSound Pro,225,20883.47,9614.12,7
2024-02-02,North America,BassLink Ultra,188,13193.7,6499.33,6
2024-02-02,North America,ClearWave SE,94,4636.92,2506.51,5
2024-02-02,Europe,AuraSound Pro,202,18667.52,7578.88,7
2024-02-02,Europe,BassLink Ultra,115,7661.86,3646.9,5
2024-02-02,Europe,ClearWave SE,93,4665.49,2419.86,6
2024-02-02,Asia Pacific,AuraSound Pro,163,14095.92,6404.01,7
2024-02-02,Asia Pacific,BassLink Ultra,148,9942.19,4959.4,7
2024-02-02,Asia Pacific,ClearWave SE,85,4350.01,2381.03,5
2024-02-02,Latin America,AuraSound Pro,96,8604.01,4092.51,5
2024-02-02,Latin America,BassLink Ultra,79,5633.23,2781.47,9
2024-02-02,Latin America,ClearWave SE,83,3957.66,2351.62,5
2024-02-03,North America,AuraSound Pro,335,30627.05,14871.29,6
2024-02-03,North America,BassLink Ultra,201,13458.36,6753.95,10
2024-02-03,North America,ClearWave SE,136,6806.95,3878.77,5
2024-02-03,Europe,AuraSound Pro,168,14470.13,5876.17,7
2024-02-03,Europe,BassLink Ultra,99,6824.87,3599.88,6
2024-02-03,Europe,ClearWave SE,84,4062.31,2054.81,6
