date,region,product,units_sold,revenue,cost,lead_time_days
2024-02-11,North,Widget Pro,135,3281.35,1932.37,11
2024-02-12,North,Widget Pro,136,3465.58,1886.94,14
2024-02-13,North,Widget Pro,161,3972.59,2238.53,7
2024-02-14,North,Widget Pro,158,3714.68,2293.42,7
2024-02-15,North,Widget Pro,161,3760.39,2078.78,7
2024-02-16,North,Widget Pro,181,4655.97,2459.26,12
2024-02-17,North,Widget Pro,129,3151.94,1703.39,11
2024-02-18,North,Widget Pro,141,3387.41,2148.85,9
2024-02-19,North,Widget Pro,158,3839.18,2308.85,9
2024-02-20,North,Widget Pro,367,8593.0,4572.13,7
2024-02-21,North,Widget Pro,388,9911.84,5020.86,11
2024-02-22,North,Widget Pro,121,2929.54,1682.79,8
2024-02-23,North,Widget Pro,148,3774.75,2023.06,8
2024-02-24,North,Widget Pro,116,2846.4,1516.46,10
2024-02-25,North,Widget Pro,112,2861.68,1720.47,9
2024-02-26,North,Widget Pro,150,3703.3,2132.82,8
2024-02-27,North,Widget Pro,207,5201.32,2966.8,9
2024-02-28,North,Widget Pro,136,3403.88,1838.12,10
2024-02-29,North,Widget Pro,189,4717.08,2741.56,12
2024-03-01,North,Widget Pro,117,2896.42,1606.84,10
2024-03-02,North,Widget Pro,120,2919.46,1656.2,10
2024-03-03,North,Widget Pro,131,3393.93,1890.03,8
2024-03-04,North,Widget Pro,177,4218.51,2276.17,7
2024-03-05,North,Widget Pro,182,4459.58,2751.46,10
2024-03-06,North,Widget Pro,313,7671.92,4421.96,9
2024-03-07,North,Widget Pro,151,3744.16,2249.4,6
2024-03-08,North,Widget Pro,148,3579.28,1960.59,8
2024-03-09,North,Widget Pro,150,3709.7,2003.07,8
2024-03-10,North,Widget Pro,124,3022.61,1635.15,7
2024-03-11,North,Widget Pro,128,2987.17,1814.43,11
2024-03-12,North,Widget Pro,132,3234.93,1854.1,9
2024-03-13,North,Widget Pro,137,3245.68,1873.46,11
2024-03-14,North,Widget Pro,177,4110.87,2352.36,9
2024-03-15,North,Widget Pro,166,4083.7,2176.82,8
2024-03-16,North,Widget Pro,147,3654.21,2053.01,6
2024-03-17,North,Widget Pro,120,2986.45,1640.89,8
2024-03-18,North,Widget Pro,167,4161.12,2257.85,8
2024-03-19,North,Widget Pro,182,4200.48,2745.1,5
2024-03-20,North,Widget Pro,154,3618.95,2147.13,7
2024-03-21,North,Widget Pro,450,11677.74,6700.06,7
2024-03-22,North,Widget Pro,144,3417.16,1962.25,8
2024-03-23,North,Widget Pro,122,3043.77,1728.9,8
2024-03-24,North,Widget Pro,122,2927.4,1703.26,6
2024-03-25,North,Widget Pro,132,3241.73,1691.14,8
2024-03-26,North,Widget Pro,178,4278.15,2669.97,7
2024-03-27,North,Widget Pro,150,3736.91,2085.81,2
2024-03-28,North,Widget Pro,164,4034.49,2381.69,6
2024-03-29,North,Widget Pro,178,4302.35,2398.3,9
2024-03-30,North,Widget Pro,142,3369.39,1971.61,4
2024-03-31,North,Widget Pro,148,3655.13,1982.19,7
2024-04-01,North,Widget Pro,161,3800.99,2393.3,10
2024-04-02,North,Widget Pro,152,3771.76,2161.13,5
2024-04-03,North,Widget Pro,161,4255.31,2295.37,7
2024-04-04,North,Widget Pro,121,3084.58,1809.04,4
2024-04-05,North,Widget Pro,126,3153.53,1865.99,10
2024-04-06,North,Widget Pro,103,2517.02,1497.18,6
2024-04-07,North,Widget Pro,110,2538.25,1430.53,7
2024-04-08,North,Widget Pro,176,4140.95,2378.29,9
2024-04-09,North,Widget Pro,139,3536.56,1848.32,8
2024-04-10,North,Widget Pro,153,3659.69,2219.92,5
2024-04-11,North,Widget Pro,207,4965.11,2922.73,5
2024-04-12,North,Widget Pro,154,3754.25,2006.1,7
2024-04-13,North,Widget Pro,150,3557.91,2080.18,5
2024-04-14,North,Widget Pro,111,2619.41,1437.91,2
2024-04-15,North,Widget Pro,158,3865.14,2206.12,6
2024-04-16,North,Widget Pro,138,3290.57,1772.09,3
2024-04-17,North,Widget Pro,154,3689.12,2213.01,9
2024-04-18,North,Widget Pro,190,4545.91,2710.27,6
2024-04-19,North,Widget Pro,120,2986.07,1840.27,4
2024-04-20,North,Widget Pro,142,3454.77,2072.28,4
2024-04-21,North,Widget Pro,137,3338.52,1877.44,2
2024-04-22,North,Widget Pro,147,3666.0,2142.18,3
2024-04-23,North,Widget Pro,126,3073.85,1640.73,8
2024-04-24,North,Widget Pro,165,4008.75,2198.83,10
2024-04-25,North,Widget Pro,148,3677.18,2106.51,7
2024-04-26,North,Widget Pro,170,4248.49,2123.17,5
2024-04-27,North,Widget Pro,131,3195.34,1830.59,5
2024-04-28,North,Widget Pro,174,4273.31,2311.73,3
2024-04-29,North,Widget Pro,156,3732.36,2195.06,9
2024-04-30,North,Widget Pro,135,3222.1,1788.15,5
2024-05-01,North,Widget Pro,168,4210.97,2401.89,9
2024-05-02,North,Widget Pro,169,4195.77,2368.29,8
2024-05-03,North,Widget Pro,207,5140.77,3100.91,2
2024-05-04,North,Widget Pro,151,3730.67,2114.71,4
2024-05-05,North,Widget Pro,138,3385.69,1857.75,4
2024-05-06,North,Widget Pro,46,1150.55,636.05,5
2024-05-07,North,Widget Pro,131,3299.54,1710.73,5
2024-05-08,North,Widget Pro,144,3624.44,2056.94,11
2024-05-09,North,Widget Pro,137,3346.35,1974.57,3
2024-05-10,North,Widget Pro,150,3827.92,2359.27,5
2024-05-11,North,Widget Pro,101,2491.46,1370.04,6
2024-05-12,North,Widget Pro,144,3594.93,1989.01,5
2024-05-13,North,Widget Pro,154,3804.93,2093.93,5
2024-05-14,North,Widget Pro,123,3035.83,1740.26,3
2024-05-15,North,Widget Pro,133,3186.58,1897.54,5
2024-05-16,North,Widget Pro,169,4227.62,2359.69,6
2024-05-17,North,Widget Pro,186,4945.98,2745.44,6
2024-05-18,North,Widget Pro,183,4433.09,2482.96,6
2024-05-19,North,Widget Pro,215,5278.72,3158.42,8
2024-05-20,North,Widget Pro,171,4133.42,2458.46,7
2024-05-21,North,Widget Pro,133,3210.79,1860.88,5
2024-05-22,North,Widget Pro,108,2768.6,1488.19,3
2024-05-23,North,Widget Pro,166,3984.89,2605.98,4
2024-05-24,North,Widget Pro,137,3308.76,1839.65,5
2024-05-25,North,Widget Pro,117,2729.98,1662.4,6
2024-05-26,North,Widget Pro,113,2705.58,1522.66,4
2024-05-27,North,Widget Pro,154,3579.63,2348.49,3
2024-05-28,North,Widget Pro,190,4743.23,2777.95,3
2024-05-29,North,Widget Pro,161,4275.8,2177.55,2
2024-05-30,North,Widget Pro,152,3683.03,2182.54,5
2024-05-31,North,Widget Pro,130,3025.74,1843.45,2
2024-06-01,North,Widget Pro,92,2314.86,1254.73,3
2024-06-02,North,Widget Pro,114,2732.09,1656.5,5
2024-06-03,North,Widget Pro,154,3920.07,2197.97,3
2024-06-04,North,Widget Pro,213,5174.35,3014.16,6
2024-06-05,North,Widget Pro,159,3821.66,2221.33,7
2024-06-06,North,Widget Pro,185,4508.3,2645.82,4
2024-06-07,North,Widget Pro,141,3533.03,1996.64,5
2024-06-08,North,Widget Pro,100,2433.28,1404.14,7
2024-06-09,North,Widget Pro,103,2485.9,1395.78,4
2024-06-10,North,Widget Pro,135,3287.77,2050.06,4
2024-06-11,North,Widget Pro,225,5302.17,2984.56,8
2024-06-12,North,Widget Pro,132,3272.52,1887.51,8
2024-06-13,North,Widget Pro,178,4127.24,2452.1,7
2024-06-14,North,Widget Pro,129,3118.39,1964.89,8
2024-06-15,North,Widget Pro,144,3608.37,1924.93,2
2024-06-16,North,Widget Pro,130,3213.96,1753.09,9
2024-06-17,North,Widget Pro,147,3665.28,1958.21,7
2024-06-18,North,Widget Pro,150,3667.83,2133.96,8
2024-06-19,North,Widget Pro,134,3398.21,1747.21,7
2024-06-20,North,Widget Pro,163,4104.28,2227.4,6
2024-06-21,North,Widget Pro,138,3426.25,1724.08,6
2024-06-22,North,Widget Pro,96,2417.45,1360.16,7
2024-06-23,North,Widget Pro,95,2379.9,1296.74,6
2024-06-24,North,Widget Pro,154,3723.26,1995.59,8
2024-06-25,North,Widget Pro,198,4655.42,2922.47,4
2024-06-26,North,Widget Pro,153,3795.77,2001.95,6
2024-06-27,North,Widget Pro,145,3610.7,2110.89,11
2024-06-28,North,Widget Pro,156,3947.03,2107.45,6
2024-06-29,North,Widget Pro,149,3547.96,2253.04,7
2024-06-30,North,Widget Pro,122,2907.72,1772.01,5
2024-07-01,North,Widget Pro,136,3377.97,1808.03,8
2024-07-02,North,Widget Pro,179,4376.14,2391.09,6
2024-07-03,North,Widget Pro,158,3652.01,2278.97,7
2024-07-04,North,Widget Pro,192,4756.94,2652.74,9
2024-07-05,North,Widget Pro,150,3470.77,2082.22,6
2024-07-06,North,Widget Pro,93,2213.89,1384.82,9
2024-07-07,North,Widget Pro,91,2319.91,1226.31,9
2024-07-08,North,Widget Pro,195,5039.05,2742.46,10
2024-07-09,North,Widget Pro,197,4650.48,2889.64,8
2024-07-10,North,Widget Pro,139,3371.85,2024.73,14
2024-07-11,North,Widget Pro,134,3287.2,1861.03,10
2024-07-12,North,Widget Pro,186,4800.51,2566.38,9
2024-07-13,North,Widget Pro,94,2268.95,1201.59,6
2024-07-14,North,Widget Pro,97,2342.5,1286.28,8
2024-07-15,North,Widget Pro,160,4102.13,2275.66,11
2024-07-16,North,Widget Pro,132,3197.64,1835.26,12
2024-07-17,North,Widget Pro,141,3529.35,1981.4,11
2024-07-18,North,Widget Pro,137,3207.76,2017.66,10
2024-07-19,North,Widget Pro,150,3656.12,1975.33,6
2024-07-20,North,Widget Pro,145,3375.63,2006.03,9
2024-07-21,North,Widget Pro,114,2704.57,1611.06,6
2024-07-22,North,Widget Pro,157,3943.34,2120.61,5
2024-07-23,North,Widget Pro,97,2372.94,1455.2,9
2024-07-24,North,Widget Pro,138,3348.63,2019.77,10
2024-07-25,North,Widget Pro,119,2850.01,1690.17,10
2024-07-26,North,Widget Pro,111,2701.5,1693.41,10
2024-07-27,North,Widget Pro,95,2348.53,1230.32,10
2024-07-28,North,Widget Pro,104,2623.13,1455.44,7
2024-07-29,North,Widget Pro,163,3678.99,2323.8,9
2024-07-30,North,Widget Pro,108,2579.97,1442.86,6
2024-07-31,North,Widget Pro,138,3397.14,1961.05,5
2024-08-01,North,Widget Pro,126,3077.84,1666.4,10
2024-08-02,North,Widget Pro,129,3198.75,1868.36,7
2024-08-03,North,Widget Pro,131,3235.26,1931.0,11
2024-08-04,North,Widget Pro,120,2913.11,1702.88,11
2024-08-05,North,Widget Pro,173,4171.51,2197.63,8
2024-08-06,North,Widget Pro,132,3210.18,1758.67,10
2024-08-07,North,Widget Pro,119,3015.97,1713.04,8
2024-08-08,North,Widget Pro,130,3115.06,1821.93,5
2024-08-09,North,Widget Pro,141,3447.99,1708.1,9
2024-08-10,North,Widget Pro,111,2734.46,1650.57,8
2024-08-11,North,Widget Pro,88,2256.92,1240.42,8
2024-08-12,North,Widget Pro,136,3301.98,1826.02,13
2024-08-13,North,Widget Pro,139,3503.46,2042.81,6
2024-08-14,North,Widget Pro,210,5335.16,2840.4,10
2024-08-15,North,Widget Pro,187,4572.74,2527.88,7
2024-08-16,North,Widget Pro,114,2775.34,1624.6,11
2024-08-17,North,Widget Pro,101,2450.07,1539.92,10
2024-08-18,North,Widget Pro,82,1993.58,1241.19,10
2024-08-19,North,Widget Pro,119,2990.22,1695.96,7
2024-08-20,North,Widget Pro,140,3453.77,2005.31,7
2024-08-21,North,Widget Pro,164,4046.36,2386.86,11
2024-08-22,North,Widget Pro,116,2746.06,1521.93,12
2024-08-23,North,Widget Pro,117,2783.3,1690.76,10
2024-08-24,North,Widget Pro,71,1851.36,957.52,7
2024-08-25,North,Widget Pro,173,4215.89,2460.57,10
2024-08-26,North,Widget Pro,108,2584.5,1494.8,14
2024-08-27,North,Widget Pro,119,3040.67,1707.75,9
2024-08-28,North,Widget Pro,112,2767.2,1577.26,12
2024-08-29,North,Widget Pro,128,3190.39,1516.66,7
2024-08-30,North,Widget Pro,95,2317.86,1341.9,9
2024-08-31,North,Widget Pro,80,1941.26,1155.96,10
2024-09-01,North,Widget Pro,153,3729.43,2189.76,9
2024-09-02,North,Widget Pro,103,2418.82,1434.6,7
2024-09-03,North,Widget Pro,106,2590.15,1605.85,7
2024-09-04,North,Widget Pro,180,4449.17,2559.23,10
2024-09-05,North,Widget Pro,218,5637.5,3118.79,11
2024-09-06,North,Widget Pro,105,2579.14,1546.77,11
2024-09-07,North,Widget Pro,97,2210.08,1382.62,12
2024-09-08,North,Widget Pro,110,2687.4,1470.85,9
2024-09-09,North,Widget Pro,176,4666.38,2163.6,8
2024-09-10,North,Widget Pro,108,2714.77,1475.93,11
2024-09-11,North,Widget Pro,123,2940.19,1787.52,9
2024-09-12,North,Widget Pro,148,3690.3,2035.42,6
2024-09-13,North,Widget Pro,139,3329.69,2023.95,6
2024-09-14,North,Widget Pro,96,2256.48,1353.99,9
2024-09-15,North,Widget Pro,100,2424.39,1490.16,7
2024-09-16,North,Widget Pro,100,2456.73,1379.33,8
2024-09-17,North,Widget Pro,123,2844.25,1762.26,10
2024-09-18,North,Widget Pro,122,2885.95,1751.2,9
2024-09-19,North,Widget Pro,134,3284.02,2016.85,10
2024-09-20,North,Widget Pro,116,2807.2,1485.42,4
2024-09-21,North,Widget Pro,112,2776.5,1532.06,8
2024-09-22,North,Widget Pro,123,2903.69,1795.06,9
2024-09-23,North,Widget Pro,132,3303.28,1990.84,4
2024-09-24,North,Widget Pro,137,3237.3,1941.02,6
2024-09-25,North,Widget Pro,129,3316.26,1779.57,5
2024-09-26,North,Widget Pro,128,2974.58,1859.84,7
2024-09-27,North,Widget Pro,113,2677.76,1650.71,10
2024-09-28,North,Widget Pro,109,2703.94,1498.56,11
2024-09-29,North,Widget Pro,101,2598.04,1437.35,5
2024-09-30,North,Widget Pro,187,4624.8,2772.53,8
2024-10-01,North,Widget Pro,170,4235.33,2604.96,8
2024-10-02,North,Widget Pro,138,3382.78,2003.74,7
2024-10-03,North,Widget Pro,112,2659.51,1571.46,7
2024-10-04,North,Widget Pro,105,2534.67,1466.03,7
2024-10-05,North,Widget Pro,127,2998.37,1827.55,10
2024-10-06,North,Widget Pro,108,2544.5,1503.26,9
2024-10-07,North,Widget Pro,140,3471.34,1978.58,4
2024-10-08,North,Widget Pro,94,2225.4,1246.39,8
2024-10-09,North,Widget Pro,152,3759.7,2266.01,8
2024-10-10,North,Widget Pro,140,3296.04,1848.26,7
2024-10-11,North,Widget Pro,198,4894.13,2712.11,8
2024-10-12,North,Widget Pro,95,2293.38,1336.49,6
2024-10-13,North,Widget Pro,108,2757.66,1662.52,6
2024-10-14,North,Widget Pro,131,3240.67,1795.24,6
2024-10-15,North,Widget Pro,123,3125.22,1664.66,2
2024-10-16,North,Widget Pro,127,3040.96,1729.03,6
2024-10-17,North,Widget Pro,124,3043.12,1879.99,4
2024-10-18,North,Widget Pro,134,3186.37,1612.2,3
2024-10-19,North,Widget Pro,136,3290.66,1808.54,8
2024-10-20,North,Widget Pro,66,1604.29,1050.19,7
2024-10-21,North,Widget Pro,125,2995.81,1801.7,5
2024-10-22,North,Widget Pro,135,3186.89,1785.48,4
2024-10-23,North,Widget Pro,138,3237.63,1927.95,6
2024-10-24,North,Widget Pro,123,2801.98,1727.81,7
2024-10-25,North,Widget Pro,96,2277.46,1400.86,4
2024-10-26,North,Widget Pro,112,2795.66,1712.22,5
2024-10-27,North,Widget Pro,144,3358.81,2055.17,7
2024-10-28,North,Widget Pro,100,2349.44,1362.21,1
2024-10-29,North,Widget Pro,154,3975.71,2240.85,5
2024-10-30,North,Widget Pro,125,3004.02,1688.9,4
2024-10-31,North,Widget Pro,131,3240.41,1739.24,5
2024-11-01,North,Widget Pro,110,2746.93,1404.49,4
2024-11-02,North,Widget Pro,100,2498.7,1290.44,5
2024-11-03,North,Widget Pro,135,3156.45,1805.29,9
2024-11-04,North,Widget Pro,148,3600.87,1949.98,4
2024-11-05,North,Widget Pro,183,4265.84,2602.13,6
2024-11-06,North,Widget Pro,166,4365.48,2184.63,9
2024-11-07,North,Widget Pro,145,3382.53,1710.92,4
2024-11-08,North,Widget Pro,184,4366.29,2441.54,9
2024-11-09,North,Widget Pro,117,2777.01,1599.35,5
2024-11-10,North,Widget Pro,125,2924.99,1697.02,9
2024-11-11,North,Widget Pro,128,3263.25,1928.15,7
2024-11-12,North,Widget Pro,137,3600.43,1859.16,6
2024-11-13,North,Widget Pro,120,2898.04,1754.0,5
2024-11-14,North,Widget Pro,163,3835.31,2279.83,4
2024-11-15,North,Widget Pro,111,2537.0,1550.71,5
2024-11-16,North,Widget Pro,126,3064.39,1690.32,7
2024-11-17,North,Widget Pro,106,2572.35,1479.64,5
2024-11-18,North,Widget Pro,170,4083.62,2288.95,4
2024-11-19,North,Widget Pro,158,3896.71,2230.8,5
2024-11-20,North,Widget Pro,192,4759.77,2656.25,7
2024-11-21,North,Widget Pro,158,3908.52,2107.52,8
2024-11-22,North,Widget Pro,105,2548.1,1542.9,4
2024-11-23,North,Widget Pro,110,2605.93,1572.87,4
2024-11-24,North,Widget Pro,91,2274.03,1245.46,6
2024-11-25,North,Widget Pro,128,3137.18,1805.04,8
2024-11-26,North,Widget Pro,184,4628.14,2565.2,8
2024-11-27,North,Widget Pro,158,3962.75,2116.04,3
2024-11-28,North,Widget Pro,125,2931.88,1756.17,5
2024-11-29,North,Widget Pro,118,2766.61,1600.7,4
2024-11-30,North,Widget Pro,114,2729.69,1520.59,5
2024-12-01,North,Widget Pro,91,2158.85,1170.63,9
2024-12-02,North,Widget Pro,127,3182.0,1746.12,3
2024-12-03,North,Widget Pro,151,3738.49,2173.93,2
2024-12-04,North,Widget Pro,177,4479.5,2391.93,4
2024-12-05,North,Widget Pro,161,3991.42,2538.08,6
2024-12-06,North,Widget Pro,212,5226.51,3099.44,7
2024-12-07,North,Widget Pro,122,3096.58,1819.39,7
2024-12-08,North,Widget Pro,118,2931.74,1717.69,8
2024-12-09,North,Widget Pro,157,3854.36,2401.63,2
2024-12-10,North,Widget Pro,195,4989.69,2622.57,8
2024-12-11,North,Widget Pro,101,2483.05,1232.96,5
2024-12-12,North,Widget Pro,48,1165.26,657.01,8
2024-12-13,North,Widget Pro,164,3917.01,2360.08,3
2024-12-14,North,Widget Pro,89,2226.49,1255.44,6
2024-12-15,North,Widget Pro,155,3938.43,2199.89,7
2024-12-16,North,Widget Pro,159,3889.59,2373.02,9
2024-12-17,North,Widget Pro,173,4404.81,2468.27,3
2024-12-18,North,Widget Pro,135,3112.03,1965.5,7
2024-12-19,North,Widget Pro,173,4231.45,2308.22,4
2024-12-20,North,Widget Pro,182,4453.64,2408.45,8
2024-12-21,North,Widget Pro,126,3019.67,1906.36,8
2024-12-22,North,Widget Pro,126,3307.77,1772.9,9
2024-12-23,North,Widget Pro,159,3887.76,2156.63,6
2024-12-24,North,Widget Pro,130,3146.04,1763.45,9
2024-12-25,North,Widget Pro,148,3628.82,2004.75,10
2024-12-26,North,Widget Pro,149,3431.16,2012.06,4
2024-12-27,North,Widget Pro,164,3926.41,2148.69,8
2024-12-28,North,Widget Pro,147,3707.73,1903.61,9
2024-12-29,North,Widget Pro,102,2451.85,1414.08,7
2024-12-30,North,Widget Pro,151,3607.51,2051.33,5
2024-12-31,North,Widget Pro,203,5168.89,2999.33,9
2025-01-01,North,Widget Pro,136,3465.97,1931.9,5
2025-01-02,North,Widget Pro,135,3358.8,1915.07,7
2025-01-03,North,Widget Pro,162,3914.81,2183.73,7
2025-01-04,North,Widget Pro,146,3551.3,2031.63,9
2025-01-05,North,Widget Pro,126,3012.53,1795.84,6
2025-01-06,North,Widget Pro,200,4753.77,2900.27,6
2025-01-07,North,Widget Pro,185,4390.49,2577.84,8
2025-01-08,North,Widget Pro,185,4448.46,2729.75,10
2025-01-09,North,Widget Pro,176,4178.15,2464.98,13
2025-01-10,North,Widget Pro,243,5674.21,3536.86,5
2025-01-11,North,Widget Pro,123,3033.34,1679.82,9
2025-01-12,North,Widget Pro,90,2220.52,1145.81,6
2025-01-13,North,Widget Pro,215,5536.27,3050.39,10
2025-01-14,North,Widget Pro,149,3577.31,2161.65,6
2025-01-15,North,Widget Pro,165,4078.41,2376.45,7
2025-01-16,North,Widget Pro,205,5069.62,2930.58,7
2025-01-17,North,Widget Pro,122,2966.24,1678.23,8
2025-01-18,North,Widget Pro,104,2604.9,1397.27,9
2025-01-19,North,Widget Pro,98,2456.84,1409.85,9
2025-01-20,North,Widget Pro,142,3513.17,2030.39,9
2025-01-21,North,Widget Pro,178,4327.55,2422.11,6
2025-01-22,North,Widget Pro,181,4386.94,2674.56,10
2025-01-23,North,Widget Pro,174,4088.08,2328.47,9
2025-01-24,North,Widget Pro,128,3060.18,1739.72,11
2025-01-25,North,Widget Pro,88,2115.77,1332.8,7
2025-01-26,North,Widget Pro,135,3195.97,1972.08,6
2025-01-27,North,Widget Pro,153,3797.97,2103.66,9
2025-01-28,North,Widget Pro,182,4619.07,2584.61,11
2025-01-29,North,Widget Pro,190,4528.19,2680.59,9
2025-01-30,North,Widget Pro,172,4249.83,2077.43,8
2025-01-31,North,Widget Pro,193,4581.81,2579.54,7
2025-02-01,North,Widget Pro,347,8423.73,4845.65,12
2025-02-02,North,Widget Pro,149,3574.9,2048.81,7
2025-02-03,North,Widget Pro,150,3741.36,2125.95,8
2025-02-04,North,Widget Pro,165,3960.18,2440.46,10
2025-02-05,North,Widget Pro,177,4468.11,2438.16,5
2025-02-06,North,Widget Pro,198,4815.24,2625.41,12
2025-02-07,North,Widget Pro,160,3843.61,2276.38,10
2025-02-08,North,Widget Pro,151,3560.4,2079.48,11
2025-02-09,North,Widget Pro,131,3233.88,1819.69,10
2025-02-10,North,Widget Pro,169,4251.7,2331.48,9
2025-02-11,North,Widget Pro,201,4964.88,3129.43,7
2025-02-12,North,Widget Pro,121,3163.61,1504.21,9
2025-02-13,North,Widget Pro,137,3500.47,1880.76,7
2025-02-14,North,Widget Pro,133,3228.44,1861.66,10
2025-02-15,North,Widget Pro,92,2232.49,1237.69,11
2025-02-16,North,Widget Pro,124,3080.81,1814.1,12
2025-02-17,North,Widget Pro,200,4776.81,2913.86,10
2025-02-18,North,Widget Pro,166,4209.3,2318.45,11
2025-02-19,North,Widget Pro,182,4507.37,2513.52,8
2025-02-20,North,Widget Pro,214,5283.34,2979.23,8
2025-02-21,North,Widget Pro,224,5601.1,3119.57,10
2025-02-22,North,Widget Pro,139,3581.51,1938.37,8
2025-02-23,North,Widget Pro,180,4432.62,2496.31,9
2025-02-24,North,Widget Pro,74,1806.85,1049.08,7
2025-02-25,North,Widget Pro,152,3892.55,2208.14,7
2025-02-26,North,Widget Pro,160,4033.78,2102.21,10
2025-02-27,North,Widget Pro,136,3299.91,1803.98,10
2025-02-28,North,Widget Pro,152,3724.58,1941.96,7
2025-03-01,North,Widget Pro,134,3302.24,1957.27,10
2025-03-02,North,Widget Pro,165,4086.38,2338.91,7
2025-03-03,North,Widget Pro,244,5734.71,3502.3,8
2025-03-04,North,Widget Pro,140,3271.28,1819.91,11
2025-03-05,North,Widget Pro,193,4602.62,2943.15,10
2025-03-06,North,Widget Pro,149,3544.85,2022.5,10
2025-03-07,North,Widget Pro,196,4709.25,2767.08,12
2025-03-08,North,Widget Pro,141,3520.28,2058.33,7
2025-03-09,North,Widget Pro,104,2535.09,1384.15,6
2025-03-10,North,Widget Pro,213,5249.25,2900.54,7
2025-03-11,North,Widget Pro,162,3823.22,2288.32,7
2025-03-12,North,Widget Pro,164,3962.35,2624.04,3
2025-03-13,North,Widget Pro,149,3714.81,2117.41,7
2025-03-14,North,Widget Pro,161,4014.9,2435.04,7
2025-03-15,North,Widget Pro,157,3762.89,2330.5,9
2025-03-16,North,Widget Pro,140,3446.64,1996.06,8
2025-03-17,North,Widget Pro,193,5040.42,2568.36,6
2025-03-18,North,Widget Pro,194,4750.49,2859.91,9
2025-03-19,North,Widget Pro,231,5541.81,2991.76,9
2025-03-20,North,Widget Pro,171,4167.66,2585.62,6
2025-03-21,North,Widget Pro,140,3439.49,1979.6,6
2025-03-22,North,Widget Pro,177,4316.83,2149.64,3
2025-03-23,North,Widget Pro,138,3377.82,1899.11,5
2025-03-24,North,Widget Pro,223,5226.91,3224.08,6
2025-03-25,North,Widget Pro,196,4663.32,2711.48,7
2025-03-26,North,Widget Pro,179,4365.85,2595.59,5
2025-03-27,North,Widget Pro,195,4753.81,2613.97,6
2025-03-28,North,Widget Pro,260,6261.8,3402.31,4
2025-03-29,North,Widget Pro,213,5190.79,2971.35,7
2025-03-30,North,Widget Pro,149,3657.18,2089.29,8
2025-03-31,North,Widget Pro,189,4754.05,2599.91,7
2025-04-01,North,Widget Pro,223,5447.24,3313.58,7
2025-04-02,North,Widget Pro,158,3917.35,2117.97,3
2025-04-03,North,Widget Pro,195,4699.88,2772.75,5
2025-04-04,North,Widget Pro,183,4560.45,2570.71,6
2025-04-05,North,Widget Pro,373,9241.51,4815.54,6
2025-04-06,North,Widget Pro,19,477.59,248.46,6
2025-04-07,North,Widget Pro,138,3453.37,1933.15,9
2025-04-08,North,Widget Pro,127,3166.46,1954.13,8
2025-04-09,North,Widget Pro,150,3664.15,2160.82,4
